1,Amarillo
2,Azul
3,Blanco
4,Cafe
5,Carbonado
6,Chocolate
7,Color unico (sin combinacion)
8,Dorado
9,Golondrino
10,Negro
11,Otro color
12,Paja
13,Plata
14,Rojo
15,Sal y Pimienta
16,Sepia
17,Tabby
18,Verde
